product_name,brands,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
Country Style Potato Enriched Hot Dog Buns,Private Selection,Beverages,1.88148675875231,7.93728595386852,1.2328017464551,5.31988454515284,a
Traditional Bread Crumbs,Kroger,Beverages,7.80498169189691,13.3333333333333,5.0,5.0412934473609,unknown
REAL UNCURED BACON PIECES,simple truth,Meats,0.0,28.5714285714286,35.7142857142857,0.0,e
Thin Sliced Multiseed Bread,Simple Truth Organic,Beverages,7.40740740740741,14.8148148148148,9.25925925925926,7.40740740740741,unknown
100% Whole Wheat Bread,Simple Truth Organic,Beverages,12.3456790123457,18.5185185185185,6.17283950617285,12.3456790123457,c
THIN SLICED ANCIENT GRAIN BREAD,simple truth organic,Beverages,7.40740740740741,11.1111111111111,3.7037037037037,7.40740740740741,a
organic 100% whole wheat bread,simple truth,Beverages,6.97674418604651,11.6279069767442,3.48837209302326,4.65116279069767,c
21 Grains +Seeds,Simple Truth,Beverages,6.97674418604651,11.6279069767442,5.81395348837209,6.97674418604651,c
Organic multiseed,Simple truth,Beverages,2.7088125,8.91640625,3.945525,6.4025,a
Reduced Fat Yogurt Tubes,Simple Truth Organic,Dairy,15.1246769230769,1.10647548076923,0.436209134615385,2.41215384615385,c
Diced Chicken Breast,Kroger,Meats,1.19047619047619,22.6190476190476,2.38095238095238,0.0,a
Pur Corn Starch,Kroger,Beverages,0.0,0.0,0.0,0.0,c
Protein Bites,Simple Truth,Frozen Foods,3.50877192982456,11.4035087719298,10.5263157894737,0.87719298245614,d
Vegetable & Mascarpone Ultra Thin Crust Pizza,Private Selection,Frozen Foods,3.97350993377483,7.28476821192053,6.62251655629139,1.98675496688742,c
tomato ketchup,smart way,Sauces & Condiments,23.5294117647059,0.0,0.0,,d
REFINED COCONUT OIL,simple truth organic,Beverages,1.555,0.0,93.3333333333333,2.25,unknown
organic unsweetened coconut flakes,simple truth,Beverages,10.0,10.0,70.0,20.0,d
JASMINE RICE,simple truth organic,Beverages,0.0,4.03225806451613,1.61290322580645,0.0,b
Oats almonds and honey Granola,Kroger,Beverages,20.6349206349206,9.52380952380952,7.93650793650794,11.1111111111111,c
Granola oats and honey,Kroger,Beverages,27.4193548387097,9.67741935483871,11.2903225806452,6.45161290322581,d
Granola French Vanilla Almond,Kroger,Beverages,23.8095238095238,7.93650793650794,14.2857142857143,6.34920634920635,c
Muesli,Kroger,Beverages,5.39071359634399,8.68488335800171,2.71482931518555,5.9742615032196,a
strawberry preserves,Kroger,Beverages,0.0,0.0,0.0,11.7647058823529,a
Apple Cinnamon Oatmeal,Kroger,Beverages,30.2325581395349,9.30232558139535,4.65116279069767,6.97674418604651,d
JASMINE RICE,Kroger,Beverages,0.0,2.8169014084507,0.0,0.704225352112676,a
Oats And Honey Granola,Simple Truth,Beverages,25.0,8.33333333333333,11.6666666666667,6.66666666666667,d
Oats & Honey Granola,Simple Truth Organic,Beverages,25.0,8.33333333333333,11.6666666666667,6.66666666666667,d
CASHEW COCONUT GRANOLA,simple truth,Beverages,18.3333333333333,10.0,18.3333333333333,6.66666666666667,d
Chunk Light Tuna in Water 25% Less Sodium,Kroger,Fish & Seafood,0.0,24.7058823529412,1.17647058823529,0.0,a
Honey Nut Toasted O's,Kroger,Beverages,29.2682926829268,7.31707317073171,6.09756097560976,7.31707317073171,d
Pomegranate Cranberry Sparkling Water,simple truth,Beverages,0.0,0.0,0.0,0.0,b
Cavatappi Pasta,Kroger,Beverages,3.57142857142857,12.5,1.78571428571429,3.57142857142857,a
Frosted Mini Donuts,Smart Way,Beverages,27.0833333333333,4.16666666666667,29.1666666666667,2.08333333333333,e
Tonic Water,Kroger,Beverages,8.47457627118644,0.0,0.0,0.0,e
Protein Smoothie,Kroger,Dairy,0.966183574879227,3.86473429951691,0.72463768115942,0.0,a
Deep DISH pizza,Kroger,Frozen Foods,5.0314465408805,10.062893081761,12.5786163522013,1.25786163522013,d
Yogurt,Kroger Csrb Master,Dairy,1.17647058823529,5.29411764705882,0.882352941176471,0.0,a
Carb master peach,Kroger,Dairy,1.17647058823529,5.29411764705882,0.882352941176471,0.0,a
CARBmaster lowfat cultured dairy blend,Kroger,Dairy,0.588235294117647,5.29411764705882,0.882352941176471,0.0,a
Carbmaster Low-fat Vanilla Yogurt,Kroger,Dairy,0.588235294117647,5.29411764705882,0.882352941176471,0.0,a
Vanilla,Kroger Carbmaster,Dairy,0.588235294117647,5.29411764705882,0.882352941176471,0.0,a
Original English Muffins,Kroger,Beverages,1.17597416666667,9.90831458333333,1.85076041666667,6.32441666666667,a
Sourdough Wide Pan Bread,Private Selection,Beverages,2.0,4.0,1.5,1.0,b
Multigrain Wide Pan Bread,Private Selection,Beverages,4.44444444444444,11.1111111111111,0.0,6.66666666666667,a
Riced Cauliflower,simple truth,Beverages,2.35058823529412,2.35,0.0,2.35058823529412,unknown
Red Lentil Spaghetti Pasta,simple truth,Beverages,1.78571428571429,26.7857142857143,1.78571428571429,12.5,a
GF Chickpea penne pasta,Simple Truth,Beverages,35.7142857142857,21.4285714285714,53.5714285714286,14.2857142857143,c
Vanilla Bean Almondmilk Non-Dairy Frozen Dessert,simple truth,Frozen Foods,16.8224299065421,0.0,9.34579439252336,3.73831775700935,d
Tartar sauce,Kroger,Sauces & Condiments,12.9032258064516,0.0,35.4838709677419,0.0,e
Bran Flakes,Kroger,Beverages,15.7894736842105,10.5263157894737,2.63157894736842,18.4210526315789,c
Dry Roasted Peanuts Salted With Sea Salt,Kroger,Beverages,7.14285714285714,25.0,46.4285714285714,7.14285714285714,c
"Protein French toast, sticks",Simple Trith,Beverages,12.7272727272727,10.9090909090909,14.5454545454545,3.63636363636364,c
Beef flavor ramen noodle soup,Smart way,Beverages,1.17647058823529,8.23529411764706,18.8235294117647,1.17647058823529,unknown
Fruit Rings,Kroger,Beverages,45.2380952380952,4.76190476190476,3.57142857142857,2.38095238095238,e
Protein Penne,Kroger,Beverages,1.78571428571429,19.6428571428571,1.78571428571429,5.35714285714286,a
Protein Spaghetti,Kroger,Beverages,1.78571428571429,19.6428571428571,1.78571428571429,5.35714285714286,a
Spicy Marinara Pasta Sauce,Simple Truth,Sauces & Condiments,4.8,0.0,1.6,1.6,a
Classic Barbecue Flavored Potato Chips,Kroger,Beverages,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,e
protein pancake mix buttermilk,simple truth,Snacks,9.83606557377049,24.5901639344262,2.45901639344262,8.19672131147541,c
SLICED Banana & Strawberry,Kroger,Beverages,9.28571428571429,2.85714285714286,0.0,2.14285714285714,a
Sliced Banana & Blueberry,Kroger,Beverages,10.0,2.14285714285714,0.357142857142857,2.85714285714286,a
Soft Taco Flour tortilla,Kroger,Beverages,0.0,6.0,9.0,2.0,d
White Enriched Bread,Smart Way,Beverages,6.66666666666667,10.0,3.33333333333333,3.33333333333333,c
Wheat Bread,Smart way,Beverages,6.66666666666667,10.0,0.0,3.33333333333333,c
Fruit & veggies Applesauce Pouches,Kroger,Beverages,12.2222222222222,0.0,0.171517857142857,1.11111111111111,unknown
Vodka Sauce,Private Selection,Sauces & Condiments,5.83333333333333,2.5,7.5,1.66666666666667,c
Tomato Basil Pasta Sauce,Private Selection,Beverages,5.83333333333333,1.66666666666667,2.5,2.5,d
Roasted Garlic Pasta Sauce,Private Selection,Sauces & Condiments,5.0,1.66666666666667,3.33333333333333,1.66666666666667,a
wheat bread,smart way,Beverages,2.37186071428571,9.72395,1.91344642857143,6.52723214285714,a
Protein Energy Bars - Choc Chip,Simple Truth,Snacks,25.0,14.7058823529412,8.82352941176471,8.82352941176471,d
Seasoned Garlic Pepper Fries French Fried Potatoes,Kroger,Frozen Foods,1.19047619047619,1.19047619047619,7.14285714285714,1.19047619047619,d
"Hamburger, dill, fast food, style chips, pickles",Kroger,Beverages,0.0,0.0,0.0,0.0,a
protein greek yogurt coating granola bars strawberry,simple truth,Snacks,7.0,10.0,4.0,7.0,a
protein GRANOLA CLUSTERS German Chocolate Cake,simple truth,Beverages,19.1176470588235,16.1764705882353,17.6470588235294,8.82352941176471,d
Seltzer Water,Kroger,Beverages,0.0,0.0,0.0,0.0,b
protein peanut butter spread,simple truth,Beverages,9.375,31.25,43.75,6.25,c
White Hot Dog Enriched Buns,Kroger,Beverages,7.69230769230769,7.69230769230769,2.56410256410256,2.56410256410256,c
White Hamburger Enriched Buns,Kroger,Beverages,7.69230769230769,7.69230769230769,2.56410256410256,2.56410256410256,c
Protein Bagels Plain,Simple Truth,Beverages,4.70588235294118,20.0,1.17647058823529,2.35294117647059,b
protein BAGELS,simple truth,Beverages,2.0,20.0,3.52941176470588,2.35294117647059,a
Instant decaf protein coffee,Simple truth,Beverages,0.0,41.6666666666667,6.25,4.16666666666667,unknown
protein CRISP CRACKERS Loaded Taco,simple truth,Snacks,1.0,10.0,6.0,6.0,a
Chocolate peanuts,Kroger,Snacks,50.0,10.0,33.3333333333333,3.33333333333333,e
Pitted Deglet Dates,simple truth organic,Beverages,62.5,2.5,0.0,7.5,unknown
Milk Chocolate Cherries,Kroger,Frozen Foods,30.0,3.33333333333333,15.0,3.33333333333333,e
Dark Chocolate Covered Mango,Kroger,Frozen Foods,26.6666666666667,3.33333333333333,16.6666666666667,3.33333333333333,d
Roasted garlic ginger soy stirfry sauce,Simple truth,Sauces & Condiments,17.6470588235294,2.94117647058824,0.0,0.0,e
protein bites,simple truth,Meats,0.892857142857143,18.75,1.33928571428571,0.0,a
protein grain free cereal,simple truth,Beverages,2.63158,36.84211,21.05263,15.78947,a
Berry Flavored Protein Grain Free Cereal,Simple Truth,Beverages,2.63158,36.84211,21.05263,15.78947,a
Cinnamon Sugared Cake Donuts,Kroger,Snacks,27.7777777777778,5.55555555555556,22.2222222222222,0.0,e
Whole Frozen Strawberries,Simple Truth,Beverages,4.28571428571429,0.714285714285714,0.0,2.14285714285714,a
Frozen Pineapple Chunks,Private Selection,Beverages,11.4285714285714,0.714285714285714,0.0,0.714285714285714,a
Cranberry Cashew Trail Mix,"Kroger, Kroger Co.",Beverages,45.7142857142857,8.57142857142857,20.0,5.71428571428571,d
Glazed chocolate donut holes,The Kroger Co.,Snacks,32.1428571428571,1.78571428571429,19.6428571428571,1.78571428571429,e
Thin Sliced Boneless Skinless Chicken Breast with Rib Meat,Kroger,Meats,0.0,22.3214285714286,2.67857142857143,0.0,a
SPICY GUACAMOLE,simple truth,Sauces & Condiments,0.0,3.33,16.67,6.7,b
Featuring brussels sprouts & kale,Kroger,Beverages,10.0,2.727,0.0,1.81818181818182,c
Roasted & Salted Pistachios,simple truth,Beverages,6.67,20.0,46.67,10.0,c
Multigrain bread,,Beverages,2.78,11.11,5.56,8.3,a
Egg bagels,,Beverages,5.05,9.09,7.07,2.0,d
Everything egg bagels,,Beverages,6.06,9.09,7.07,2.0,d
Frosted flakes,Kroger,Beverages,36.585365853659,4.8780487804878,0.0,0.0,e
Roasted Red Pepper Hummus,"Simple Truth Organic,  The Kroger Co.",Beverages,3.33333333333333,6.66666666666667,20.0,3.33333333333333,b
ORIGINAL HUMMUS,simple truth,Beverages,3.33333333333333,6.66666666666667,23.3333333333333,0.0,c
Trimmed Green Beans,Kroger,Beverages,3.52941176470588,2.35294117647059,0.0,2.35294117647059,a
Honey oat sliced wide pan bread,Private Selection,Beverages,8.8888888888889,11.111111111111,3.3333333333333,4.4444444444444,c
Glazed Donuts,Yeast Raised,Snacks,15.49,5.63,26.76,1.4,e
Sliced breakfast bread,,Beverages,7.14,9.52,3.57,2.4,c
La habra bakery white dinner rolls,,Beverages,0.0,7.5,3.75,2.5,c
Wheat dinner rolls 12ct,,Beverages,0.0,10.53,3.95,7.9,a
Beef Shaved Steak,Kroger,Meats,0.0,19.6428571428571,10.7142857142857,0.0,c
White Cheddar Rice Cakes,Kroger,Beverages,0.0,9.09090909090909,4.54545454545455,0.0,e
Low Sodium Rice Cakes,Kroger,Beverages,0.0,10.0,0.0,0.0,e
LOW FAT MILK,simple truth,Beverages,5.0,3.33333333333333,1.04166666666667,0.0,b
"Kroger, carbmaster, cultured dairy blend, white chocolate, raspberry",Kroger,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, carbmaster, cultured dairy blend, key lime",Kroger,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, carbmaster, cultured dairy blend, black forest cake",Kroger,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, low fat yogurt, blueberry pomegranate",Kroger,Dairy,16.47,3.53,1.18,0.6,c
Carb master cultured dairy blend,,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, crabmaster, cultured dairy blend, raspberry",Kroger,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, carbmaster, cultured dairy blend, vanilla",Kroger,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, blended grade a lowfat yogurt, strawberry",Kroger,Dairy,18.82,4.12,1.18,0.0,c
Blended lowfat yogurt,Kroger,Dairy,19.41,4.12,1.18,0.0,c
"Kroger, lite nonfat yogurt, blueberry",Kroger,Dairy,5.88,4.12,0.0,0.6,a
"Kroger, lite nonfat yogurt, cherry cheesecake",Kroger,Dairy,5.88,4.12,0.0,0.6,a
"Kroger, lite nonfat yogurt, key lime",Kroger,Dairy,5.29,4.12,0.0,0.6,b
"Kroger, lite nonfat yogurt, peach",Kroger,Dairy,5.29,4.12,0.0,0.6,a
"Kroger, lite nonfat yogurt, strawberry banana",Kroger,Dairy,5.88,4.12,0.0,0.6,a
"Kroger, lite nonfat yogurt, vanilla",Kroger,Dairy,5.29,3.53,0.0,0.6,a
"Kroger, lowfat yogurt, black cherry",Kroger,Dairy,16.47,3.53,1.18,0.0,c
"Kroger, grade a lowfat yogurt, blueberry",Kroger,Dairy,17.06,3.53,1.18,0.0,c
"Kroger, fruit on the bottom grade a lowfat yogurt, peach",Kroger,Dairy,16.47,3.53,1.18,0.0,c
"Kroger, fruit on the bottom lowfat yogurt, strawberry",Kroger,Dairy,17.06,3.53,1.18,0.0,c
"Cultured Dairy Blend, Blueberry Muffin With Other Natural Flavors With Vit A&D & Calcium Added",Kroger,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, carbmaster, cultured dairy blend, strawberry colada",Kroger,Dairy,1.76,5.29,0.88,0.0,a
Lite nonfat yogurt,Kroger,Dairy,5.29,3.96,0.0,0.4,a
"Kroger, greek nonfat yogurt, vanilla",Kroger,Dairy,5.29,9.25,0.22,0.0,a
Nonfat yogurt,,Dairy,7.49,5.29,0.0,0.0,a
Blended grade a lowfat yogurt,,Dairy,19.03,4.42,1.11,0.0,c
LOWFAT PLAIN yogurt,Kroger,Dairy,7.05,4.85,1.76,0.0,b
"Kroger, carbmaster, yogurt, blackberry",Kroger,Dairy,1.76,5.29,0.88,0.0,a
"Kroger, cultured dairy blend, cherry",Kroger,Dairy,1.76,5.29,0.88,0.0,a
Cultured dairy blend,,Dairy,1.76,5.29,0.88,0.0,a
Homestyle orange juice,"Kroger,The Kroger Co.",Beverages,8.75,0.833333333333333,0.0,0.416666666666667,e
cola,Kroger Big K,Beverages,11.0169491525424,0.0,0.0,,e
Greek nonfat yogurt smoothie,,Dairy,8.81,6.1,0.0,0.0,a
Greek nonfat yogurt smoothie,,Dairy,10.51,6.1,0.0,0.0,b
Kroger Vanilla Yogurt,The Kroger Co.,Dairy,12.941176470588,4.7058823529412,1.4705882352941,0.0608144796380105,c
Yogurt smoothie,,Dairy,10.17,3.73,0.68,0.0,b
Blended peach lowfat yogurt,Kroger,Dairy,19.0,7.0,2.0,0.0,c
Blended raspberry lowfat yogurt,Kroger,Dairy,11.176470588235,4.1176470588235,1.1764705882353,0.0,b
Blended vanilla bean lowfat yogurt,Kroger,Dairy,11.176470588235,4.1176470588235,1.1764705882353,,b
Lowfat blended strawberry yogurt,Kroger,Dairy,11.176470588235,4.1176470588235,1.1764705882353,0.0,b
Lowfat yogurt,,Dairy,11.18,4.12,1.18,0.0,c
Lowfat yogurt,,Dairy,11.18,4.12,1.18,0.0,b
"Kroger, plain nonfat greek yogurt, original",Kroger,Dairy,4.0,10.0,0.0,,a
"Greek Nonfat Yogurt With Vit A&D, Vanilla",Kroger,Dairy,3.33,9.33,0.0,0.0,a
Fruit on the bottom nonfat greek yogurt,,Dairy,12.0,8.0,0.0,0.0,b
Greek blended nonfat yogurt,,Dairy,4.0,10.0,0.0,4.0,a
Blended nonfat yogurt,,Dairy,4.0,10.0,0.0,4.0,a
Greek Nonfat Yogurt,Dannon Light,Dairy,4.0,8.66666666666667,0.0,0.0,a
Greek nonfat yogurt,,Dairy,4.67,8.67,0.0,0.0,a
Greek Nonfat Yogurt Plain,Great Value,Dairy,4.0,10.0,0.0,0.0,a
Deluxe cookies & cream churned light ice cream,Kroger,Frozen Foods,23.88,4.48,5.97,0.0,c
Grade a greek nonfat yogurt with oat and raisins,,Dairy,10.0,9.33,0.67,2.0,a
Greek nonfat yogurt,,Dairy,8.67,9.33,1.33,2.0,b
Nonfat greek yogurt with probiotics,,Dairy,10.0,8.67,0.0,2.0,a
Protein smoothie,"Kroger,  The Kroger Co.",Dairy,1.69,4.05,0.68,0.0,a
1% Lowfat Chocolate Milk,Mountain Dairy,Beverages,12.5,3.33,1.25,0.4,e
Whole Milk Yogurt Plain,Kroger,Dairy,7.0588235294118,4.7058823529412,2.9411764705882,0.0,c
White chocolate flavored raspberry cultured dairy blend,,Dairy,0.59,5.29,0.88,0.6,a
Light Orange Juice,Kroger,Beverages,3.78151260504202,0.0,0.0,,unknown
CARBmaster Lowfat Yogurt Vanilla,Kroger,Dairy,0.5882,5.2941,0.8824,0.0,a
Chocolate Ice Cream,Kroger,Frozen Foods,20.0,4.29,10.0,1.43,d
Cookies N' Cream Ice Cream,Kroger,Frozen Foods,19.54,3.45,11.49,0.0,d
1883 Vanilla Ice Cream,Kroger,Frozen Foods,20.0,2.86,10.0,0.0,d
Mint Chip Ice Cream,Kroger,Frozen Foods,24.29,4.29,11.43,0.0,d
Chocolate Reduced Fat Ice Cream,Kroger,Frozen Foods,7.81,6.25,4.69,1.56,c
Denali Extreme Moose Tracks Ice Cream,Private Selection,Frozen Foods,25.6637168141593,3.53982300884956,16.8141592920354,1.76991150442478,d
Low Fat Frozen Yogurt,Kroger,Dairy,23.44,3.13,1.56,0.0,c
Chocolate whey balls dark chocolate,Active Food,Snacks,33.3,19.1,22.0,4.4,e
BROCCOLI FLORETS,Kroger,Beverages,1.1764705882353,2.3529411764706,0.0,2.3529411764706,a
Banana Nut Loaf Cake,,Snacks,26.0,6.0,20.0,2.0,e
Black Forest Ham,Kroger,Meats,3.5714285714286,16.071428571429,2.6785714285714,0.0,d
Seeded Ancient Grain Loaf,Kroger,Beverages,1.0,4.0,1.5,2.0,b
APPLE GOUDA CHICKEN SAUSAGE,Simple Truth,Meats,4.70588235294118,18.8235294117647,10.5882352941176,1.17647058823529,d
Upcycled Seeded Multigrain Bread,Simple Truth,Beverages,8.3333333333333,11.111111111111,8.3333333333333,5.5555555555556,b
Baked Pretzel Thins Cinnamon Sugar,Simple Truth,Snacks,10.7142857142857,7.14285714285714,8.92857142857143,3.57142857142857,e
Hummus,Kroger,Beverages,3.57143,7.14286,17.85714,7.14286,unknown
Smoked Uncured pork pepperoni,Simple Truth,Meats,0.0,23.3333333333333,36.6666666666667,0.0,e
Gala apples,Kroger,Beverages,10.7142857142857,0.0,0.0,2.14285714285714,unknown
Old World Hard Salami Cracker Cut,Private Selection,Snacks,3.57142857142857,21.4285714285714,35.7142857142857,0.0,e
Whole Tilapia,Mercado,Fish & Seafood,0.0,19.0,2.0,0.0,unknown
Tri-Color Coleslaw,Kroger,Snacks,3.52941176470588,1.17647058823529,0.0,2.35294117647059,a
WILDFLOWER HONEY UNCURED HAM,PRIVATE SELECTION,Meats,6.77966101694915,18.6440677966102,2.54237288135593,0.0,d
granola bites,The Kroger Co.,Beverages,15.1469444444444,8.91013888888889,10.6472222222222,6.34902777777778,c
Pork chops,Kroger,Meats,0.0,21.1111111111111,5.55555555555556,0.0,b
Cranberries and cherries trail mix,Simple truth,Beverages,33.3333333333333,10.0,30.0,6.66666666666667,d
Beef Patties,Kroger,Meats,0.0,17.5925925925926,20.3703703703704,0.0,unknown
Oven roasted turkey breast,Simple Truth Organic,Meats,0.0,16.0,2.0,0.0,b
Madeleine & Brownie Bites,Bakery Fresh,Beverages,33.3333333333333,3.7037037037037,22.2222222222222,0.0,e
SPICY JALAPEÑO HUMMUS,simple truth organic,Beverages,3.33333333333333,6.66666666666667,16.6666666666667,3.33333333333333,c
Hickory Smoked Beef Bacon Cured & Smoked Beef Plates,Kroger,Meats,3.57142857142857,17.8571428571429,8.92857142857143,0.0,d
Kroger Shrimp,Kroger,Frozen Foods,0.0,11.5044247787611,0.442477876106195,0.0,b
"Peri Peri Seasoned Chicken Breasts, Peri Peri",Private selection,Meats,8.0626467653669,2.51957711417716,3.52740795984802,2.01566169134173,c
Sashimi,Kroger,Fish & Seafood,0.0,22.3529411764706,2.35294117647059,0.0,a
Maple Pork Sausage,Kroger,Meats,3.57142857142857,16.0714285714286,32.1428571428571,1.78571428571429,d
worcestershire sauce,Kroger,Sauces & Condiments,10.7897979166667,0.0,0.0,0.58457291666667,unknown
"Parmigiano reggiano filled pasta girasoli, parmigiano reggiano",Hemis Fares,Beverages,2.1,14.3,8.9,4.1,c
Salted Sesame Nut Mix With Sea Salt,The Kroger Co.,Beverages,3.57142857142857,17.8571428571429,46.4285714285714,3.57142857142857,d
instant oatmeal original,simple truth,Beverages,0.0,17.86,7.14,10.7,a
"Instant Oatmeal, Natural Maple & Brown Sugar",Simple Truth Organic,Beverages,30.0,10.0,5.0,5.0,d
Traditional flavor instant oatmeal packets variety,"The Kroger Co., Kroger",Beverages,30.232558139535,6.9767441860465,3.4883720930233,4.6511627906977,d
Peanut Butter,Kroger,Beverages,12.5,21.875,46.875,6.25,c
OLD FASHIONED OATS,Kroger,Beverages,2.5,12.5,6.25,10.0,unknown
Old Fashioned Oats,Kroger,Beverages,2.5,12.5,6.25,10.0,a
Pink Salmon,Kroger,Fish & Seafood,0.0,15.929203539823,1.76991150442478,0.0,a
Mackerel,Kroger,Fish & Seafood,0.0,14.7333333333333,3.43333333333333,0.0,e
Seltzer water,The Kroger Co.,Beverages,0.0,0.0,0.0,0.0,b
Peri peri chili culinary hot sauce,Private Selection,Sauces & Condiments,0.0,0.0,0.0,1.01047886439732,unknown
CREAMY PEANUT BUTTER SPREAD,simple truth,Beverages,6.25,21.875,50.0,6.25,c
Crunchy Peanut Butter Spread,simple truth,Beverages,6.25,21.875,50.0,6.25,unknown
BROCCOLI FLORETS,Kroger,Beverages,4.8780487804878,4.8780487804878,0.0,9.75609756097561,unknown
Cauliflower Florets,Kroger,Beverages,2.35294117647059,2.35294117647059,0.0,2.35294117647059,unknown
Original Smokehouse Beef Jerky,Kroger,Snacks,17.8571428571429,46.4285714285714,1.78571428571429,0.0,e
Tomato Ketchup,Kroger,Sauces & Condiments,23.5294117647059,0.0,0.0,,d
GARBANZO BEANS,simple truth,Beverages,2.31,4.62,1.54,4.6,a
Supersweet golden corn whole kernel,Kroger,Beverages,1.6,0.8,0.4,0.8,b
Greek frozen yogurt bars,Simple Truth,Dairy,21.62,5.41,4.73,0.0,d
Greek frozen yogurt bars,Simple Truth,Dairy,20.27,6.76,5.41,0.0,d
Thin & crispy cookies with peanut butter chips,Private Selection,Snacks,42.86,7.14,25.0,3.6,e
Original Yellow Mustard,Kroger,Sauces & Condiments,0.0,0.0,0.0,,d
Yellow Mustard,Kroger,Sauces & Condiments,0.0,0.0,0.0,2.981,d
Pumpkin,Kroger,Beverages,3.33333333333333,0.833333333333333,0.0,2.5,a
Diced Tomatoes,Kroger,Beverages,2.48,0.83,0.0,0.8,a
Crushed Peeled Tomatoes,Kroger,Beverages,4.92,1.64,0.0,1.6,a
Meatless crispy tenders,Simple Truth,Beverages,1.0,14.0,8.0,1.0,b
Meatless Patties,Simple Truth,Beverages,1.0,20.0,7.0,2.0,a
Freeze-Dried Cinnamon Apples,Simple Truth,Snacks,71.43,3.57,0.0,10.7,d
Oatmeal raisin cookies,Simple Truth,Snacks,35.71,3.57,17.86,3.6,e
Cannellini Beans,Kroger,Beverages,0.769230769230769,6.15384615384615,0.0,6.15384615384615,a
Hot dog buns,,Beverages,6.67,10.0,5.0,1.7,c
"Kroger, bread crumbs, traditional",Kroger,Beverages,3.57,14.29,5.36,3.6,d
2% milkfat lowfat greek yogurt,,Dairy,9.33,7.33,1.67,0.7,a
"Simple truth organic, frosted flakes cereal, sweetened organic flakes of corn",Simple Truth Organic,Beverages,26.67,6.67,0.0,3.3,d
SNACK CRACKERS,simple truth organic,Snacks,6.66666666666667,6.66666666666667,23.3333333333333,3.33333333333333,e
Nonfat greek yogurt,"Simple Truth Organic,  The Kroger Co.",Dairy,9.33,8.67,0.0,0.0,a
Greek nonfat yogurt,Simple Truth,Dairy,10.67,8.67,0.0,0.7,b
Lightly salted wavy potato chips,Kroger,Snacks,3.57,3.57,39.29,3.6,d
CONCORD GRAPE FRUIT SPREAD,simple truth organic,Beverages,44.44,0.0,0.0,0.0,d
FOUR FRUIT FRUIT SPREAD,simple truth,Beverages,40.0,0.0,0.0,0.0,c
Diced Hass Avocados,Private Selection,Beverages,1.17647058823529,2.35294117647059,15.2941176470588,2.35294117647059,b
Sweet & Salty Kettle,Kroger,Snacks,0.0,10.0,30.0,10.0,d
Country Style Shredded Hash Browns Shredded Potatoes,Kroger,Frozen Foods,1.17647058823529,1.17647058823529,0.0,2.35294117647059,b
Original Tomato Ketchup,Kroger,Sauces & Condiments,23.5294117647059,0.0,0.0,,d
Hot Dog Buns,,Beverages,5.13,7.69,2.56,2.56,c
Enriched Hamburger Buns,,Beverages,4.65,9.3,2.33,2.33,c
Enriched white bread,Kroger,Beverages,3.85,7.69,2.88,1.9,c
Wheat Bread,,Beverages,3.85,7.69,1.92,1.92,c
Whole grain toasted flakes with fruits & yogurt cereal,Kroger,Beverages,31.48,5.56,2.78,,d
Butternut Squash,Simple truth,Beverages,1.88,0.55,0.1,1.0,a
GARBANZO BEANS,simple truth organic,Beverages,3.07692307692308,5.38461538461539,1.53846153846154,3.07692307692308,b
YELLOW MUSTARD,ORGANIC,Sauces & Condiments,0.0,0.0,0.0,3.6867935,a
"Enriched, Spaghetti",Kroger,Beverages,3.57,12.5,1.79,3.6,a
Honey Roasted Turkey Breast,Kroger,Meats,7.14285714285714,19.6428571428571,1.78571428571429,0.0,d
Egg Noodles,Kroger,Beverages,3.5714285714286,14.285714285714,4.4642857142857,3.5714285714286,unknown
Hoisin Sauce,Kroger,Sauces & Condiments,42.1052631578947,5.26315789473684,0.0,0.0,e
"White grape 100% juice, white grape",Simple Truth Organic,Beverages,15.0,0.0,0.0,,e
"Elbow ridged pasta italian macaroni product, bronze cut chifferini",Hemis Fares,Beverages,3.57,12.5,1.79,3.6,a
Quick 1 Minute Oats,Kroger,Beverages,2.5,12.5,6.25,5.0,a
Quick 1 Minute Oats,Kroger,Beverages,2.5,12.5,6.25,5.0,a
Apples & cinnamon instant oatmeal,Kroger,Beverages,37.14,8.57,4.29,5.71,d
Mini Corn Dogs,Kroger,Frozen Foods,13.16,7.89,14.47,1.3,d
Canola Oil,Kroger,Beverages,0.0,0.0,100.0,0.0,unknown
COCONUT MILK,simple truth organic,Beverages,1.53846153846154,1.53846153846154,18.4615384615385,0.0,e
Ketchup,simple truth organic,Sauces & Condiments,3.0,0.0,0.0,4.06153125,unknown
Boneless & skinless tilapia,Kroger,Fish & Seafood,0.0,20.353982300885,1.76991150442478,0.0,a
Blue Corn Tortilla Chips,Simple Truth Organic,Snacks,0.0,7.14285714285714,21.4285714285714,7.14285714285714,c
