product_name,brands,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
Concord Grape Juice,Trader Joe's,Beverages,2.0,9.2,10.9,3.0,e
6 scones aux raisins de Smyrne,"M&S, Marks & Spencer",Snacks,20.5,6.7,10.9,1.8,e
Smoked rindless back bacon rashers,Sainsbury's,Meats,0.5,24.3,22.7,0.5,unknown
Spaghetti,Golden Grain,Beverages,3.57,12.5,1.79,3.6,a
Back Bacon Rashers,Sainsburys,Meats,0.25,24.3,22.7,0.25,e
Whole Wheat Spaghetti,Heartland,Beverages,2.0,7.0,1.5,5.0,a
Back Bacon,Stamford Street Co,Meats,0.2,24.7,21.5,0.4,e
Bacon,J.James,Meats,0.1,24.7,21.5,,e
Pork Sausages,"Sainsbury's Taste the Difference, Sainsbury's",Meats,0.0317406193783439,27.1632802357322,9.14536919680143,0.088930914627876,c
Mediterranean Sea bass fillets,M&S Eat Well,Fish & Seafood,0.1,18.3,12.8,0.5,a
Triple cookie chocolate,,Snacks,54.4,6.1,30.9,2.4,e
"Slow Cooked Turkey Joint With Bacon, Stuffing",Sainsbury's,Meats,0.5,25.1,6.3,0.5,c
White Sourdough Bloomer,Sainsburys,Beverages,2.83018867924528,9.62264150943396,2.83018867924528,2.07547169811321,b
Snackers,Shär,Snacks,1.8,6.7,15.0,1.3,e
Saltines Crackers,dux,Snacks,0.0,11.11,8.33,0.0,d
Crackers,Industrias Alimenticias Noel,Snacks,0.0,11.11,8.33,0.0,d
"Ducales, Flavored Crackers",Industrias Alimenticias Noel,Snacks,10.26,5.13,23.08,0.0,e
Club Wheat Bran Crackers,Dux,Snacks,2.0,2.0,5.0,1.0,c
Saltin Tradicional,Industrias Alimenticias Noel,Snacks,3.08,6.15,7.69,0.0,e
"Saltin, Bran Crackers With Wheat And Oats Fiber",Industrias Alimenticias Noel,Snacks,0.0,9.68,16.13,3.2,d
Club cheese butter crackers,,Snacks,4.4444444444444,8.8888888888889,17.777777777778,,d
TOSH MultiGrain 4cereals,tosh,Snacks,3.0,2.0,4.0,3.92156862745098,b
CRACKERS MULTIGRAIN,TOSH,Snacks,10.526315789474,10.526315789474,14.035087719298,3.5087719298246,e
TOSH Honey,Tosh,Snacks,0.793650793650794,7.93650793650794,25.7936507936508,1.98412698412698,d
Rôti de porc,Marks & Spencer,Meats,8.8,21.9,14.2,,d
Nature's Bakery Fig Bar Raspberry,Nature's Bakery,Beverages,33.33,5.26,8.77,5.26,d
Fig Bar,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Blueberry Fig Bars,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Fig Bar Peach Apricot,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Fig Bar Peach Apricot,Nature's Bakery,Snacks,33.333333333333,5.2631578947368,8.7719298245614,5.2631578947368,d
Fig Bar,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,unknown
FIG BAR,NATURE'S BAKERY,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
FIG BAR Raspberry,NATURE'S BAKERY,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
FIG BAR Raspberry,NATURE'S BAKERY,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Hearty Bar,Nature's Bakery,Snacks,27.0833333333333,18.75,14.5833333333333,6.25,not-applicable
Apple cinnamon fig bar,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Brownie Double Chocolate,Nature's Bakery,Snacks,28.8888888888889,6.66666666666667,13.3333333333333,8.88888888888889,d
"Natures Bakery Brownie Double Chocolate Whole Grains, Oats & Cocoa",Natures Bakery,Snacks,28.8888888888889,6.66666666666667,13.3333333333333,8.88888888888889,d
Brownie Double Chocolate,Nature's Bakery,Snacks,28.8888888888889,6.66666666666667,11.1111111111111,8.88888888888889,d
Fig Bar Blueberry,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Barre aux figues,Nature's Bakery,Snacks,35.0877,5.2632,8.7719,3.0,d
Fig Bar Raspberry,Nature's Bakery,Snacks,33.333333333333,5.2631578947368,8.7719298245614,5.2631578947368,d
Barres aux figues,Nature's Bakery,Snacks,40.0,6.0,10.0,,e
Barras de Higo con Frambuesas,Nature's Bakery,Snacks,34.0,6.0,9.0,6.0,d
Fig bar,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,unknown
Fig Bar Minis Raspberry,Nature's Bakery,Beverages,35.7142857142857,7.14285714285714,8.92857142857143,7.14285714285714,c
Raspberry Fig Bar,Nature's Bakery,Snacks,33.3333333333333,5.26315789473684,8.7719298245614,5.26315789473684,d
Fig Bar,Nature's Bakery,Snacks,33.33333,5.26316,8.77193,5.26316,d
Chocolate Double Chocolate Brownie,Nature's Bakery,Snacks,35.087719298246,7.0175438596491,10.526315789474,7.0175438596491,d
FIG BAR Raspberry,NATURE'S BAKERY,Snacks,35.0877192982456,3.50877192982456,10.5263157894737,5.26315789473684,d
Oatmeal Crumble Apple,Nature's Bakery,Snacks,32.5,5.0,7.5,7.5,unknown
Oatmeal Crumble Strawberry,Nature's Bakery,Snacks,32.5,5.0,7.5,7.5,d
Raspberry lemon oatmeal crumble,Nature’s bakery,Beverages,32.5,5.0,7.5,7.5,c
Oatmeal Crumble Apple,Nature's Bakery,Snacks,13.0,2.0,3.0,3.0,unknown
Oatmeal Crumble Strawberry,Nature's Bakery,Snacks,32.5,5.0,7.5,7.5,unknown
Oatmeal Crumble Strawberry,Nature's Bakery,Snacks,32.5,5.0,7.5,7.5,d
Oatmeal Crumble Strawberry,Nature's Bakery,Snacks,30.0,5.0,7.5,7.5,c
"Bridgford, sweet baby ray's, original beef jerky",Bridgford,Meats,21.43,39.29,3.57,0.0,e
Sweet 'N Spicy Beef Jerky,Bridgford,Meats,21.43,39.29,3.57,0.0,e
sweet baby rays original beef jerky,Bridgford,Meats,20.0,37.142857142857,2.8571428571429,0.0,e
Beef jerky sweet and spicy,Bridgford,Meats,6.0,11.0,1.0,,b
BEEF SNACK BITES,Clover Valley,Meats,0.0,17.8571428571429,32.1428571428571,0.0,e
Sweet Teriyaki Beef Jerky,Sweet Baby Ray's,Beverages,21.1643771697482,35.2739619495804,3.52739619495804,0.0,unknown
Milk chocolate florentines,"sainsbury's,by sainsbury's",Beverages,6.22,3.33,33.5,9.0,c
Low Fat mango and passion fruit yogurt,Mary Ann’s Dairy,Dairy,11.2,2.6,0.7,0.5,unknown
Huile olive,Carapelli,Beverages,0.0,0.0,91.0,,b
Wholemeal bread flour,"Sainsbury's, Wholesome",Beverages,1.6,9.61,1.5,6.8,a
Lowfat yogurt,,Dairy,21.18,4.71,2.06,0.0,c
Envia Soja Fruits Rouges,Lidl,Beverages,11.6,3.2,1.9,0.5,c
Snickers Ice Cream,Snickers,Frozen Foods,33.3333333333333,6.66666666666667,24.4444444444444,2.22222222222222,e
Snickers Ice Cream,Snickers,Frozen Foods,31.25,6.25,22.916666666667,1.46605029296875,e
Ice Cream Bars,Twix,Frozen Foods,33.33,4.44,20.0,0.0,e
Twix Ice Cream Bar,Twix,Frozen Foods,34.3283582089552,2.98507462686567,20.8955223880597,1.49253731343284,e
M&M's Vanilla Cookie Sandwich,M&M's,Frozen Foods,30.2631578947368,3.94736842105263,11.8421052631579,1.31578947368421,d
vanilla m&m's cookie sandwiches,m&m's,Frozen Foods,30.2631578947368,3.94736842105263,11.8421052631579,,e
Frozen dark chocolate almond sea salt bar,Kind Frozen,Frozen Foods,17.7777777777778,6.66666666666667,28.8888888888889,15.5555555555556,d
MINIS Vanilla & Chocolate Ice Cream with Dark Chocolate,Dove,Frozen Foods,28.5714285714286,4.57142857142857,24.0,2.85714285714286,e
SNICKERS SALTED CARAMEL MINIS,SNICKERS,Frozen Foods,2.72727272727273,5.90909090909091,21.8181818181818,1.36363636363636,d
Snickers Ice Cream Minis with m&m's minis,Snickers,Snacks,36.8181818181818,5.45454545454545,24.0909090909091,1.81818181818182,e
Gourmet Nougat,,Snacks,65.8,3.2,12.1,,e
taste the difference chunky maris piper chips,Sainsbury's,Frozen Foods,0.5,2.6,3.8,2.3,c
TRIPLE COOKED CHIPS,Sainsbury's taste the difference,Snacks,0.4,2.56,6.32,2.72,c
Rotwein nudeln,,Beverages,2.0,14.0,2.4,0.0,a
Bacon & Onion Baked Beans,B&M,Beverages,9.23076923076923,6.15384615384615,1.15384615384615,6.15384615384615,b
Original brown bread,Burnham & Morrill,Beverages,26.79,5.36,0.89,3.6,d
Crema de cacahuete (ahorramás),,Beverages,4.0,25.0,50.0,,b
Walnuts,Sainsbury's,Beverages,2.9,15.7,64.3,8.5,a
Japanese Style Dark Soy Sauce,,Sauces & Condiments,0.0,13.3333333333333,0.0,0.0,e
Vinegar sushi,"Baycliff Company  Inc., Sushi daily",Sauces & Condiments,40.0,0.0,0.0,0.0,not-applicable
"White Sesame Seeds, 3.75 OZ",Sushi Chef,Beverages,0.3,17.6,49.7,14.9,a
Sauce Teriyaki traditionnelle japonaise,Sushi Chef,Sauces & Condiments,53.3333333333333,0.0,0.0,0.0,e
"Black Sesame Seeds, 3.75 OZ",Sushi Chef,Beverages,0.3,17.6,49.7,14.9,a
Sweet Soy Sauce,Baycliff Company  Inc.,Sauces & Condiments,55.48755078125,3.174890625,0.65478515625,0.98117578125,e
Imo'S Salad Dressing And Marinade,Roma Pizza Works Company,Sauces & Condiments,13.33,0.0,43.33,0.0,e
breaded cod,Stamford Street co,Fish & Seafood,1.2,13.4,9.4,0.8,b
Balsamic Dressing,Marks & Spencer,Sauces & Condiments,13.3,0.7,57.7,1.0,e
Real Mayonnaise,Blue Plate,Sauces & Condiments,0.0,0.0,78.57,0.0,e
Light Mayonnaise,Blue Plate,Sauces & Condiments,0.0,0.0,35.71,0.0,e
Olive Oil Light Mayonnaise,Blue Plate,Sauces & Condiments,0.0,0.0,35.71,0.0,d
Real Mayonnaise,Blue Plate,Sauces & Condiments,0.0,0.0,78.5714285714286,0.0,e
Boozy Brussels Pâtè,Sainsbury's,Meats,16.6666666666667,4.16666666666667,7.5,0.0,c
Spaghetti,Trader Joe's,Beverages,3.57142857142857,12.5,0.892857142857143,3.57142857142857,a
Hot smoked salmon with lemon & dill creme fraiche on rye bread,Taste the difference,Fish & Seafood,2.4,9.4,9.8,2.4,unknown
Thai Vegetable Gyoza,Trader Joe's,Frozen Foods,2.35294117647059,3.52941176470588,5.29411764705882,2.35294117647059,b
Chicken Tikka,Sainsbury's flourish,Meats,2.825,4.65,2.6,,a
Large sausage rolls,Marks & Spencer,Snacks,1.1,10.2,31.3,5.0,d
Pink Salmon,Chicken of the Sea,Fish & Seafood,0.0,22.0,2.0,0.0,a
ALBACORE PREMIUM TUNA,Chicken of the Sea,Fish & Seafood,0.0,25.6637168141593,0.884955752212389,0.0,a
Tuna,Chicken Of The Sea,Fish & Seafood,0.0,39.0,1.5,0.0,a
Chunk Light Tuna,Chicken of the Sea,Fish & Seafood,0.0,20.353982300885,0.442477876106195,0.0,a
Wild Caught Light Tuna,Old Bay,Fish & Seafood,4.28571428571429,20.0,1.42857142857143,1.42857142857143,b
Wild Caught Light Tuna in Spring Water,Chicken of the Sea,Fish & Seafood,0.0,24.2857142857143,0.0,0.0,a
Wild-Caught Sardines in Water,Chicken of the Sea,Fish & Seafood,0.0,15.9420289855072,11.5942028985507,0.0,c
WILD-CAUGHT SARDINES in Louisiana Hot Sauce,Chicken of the Sea,Fish & Seafood,0.0,13.2075471698113,11.3207547169811,0.0,c
Wild Caught Alaskan Pink Salmon in Spring Water,Chicken of the Sea,Fish & Seafood,0.0,15.0,1.0,0.0,a
Wild-Caught Sardines in Olive Oil,Chicken of the Sea,Fish & Seafood,0.0,15.94203,17.3913,0.0,c
Peroni Nastro Azzurro 0.0%,Peroni,Beverages,0.8,0.2,0.0,,unknown
Real ketchup,Unilever,Sauces & Condiments,17.65,0.0,0.0,,d
Dressing,,Sauces & Condiments,0.0,0.0,50.0,0.140677685032892,d
Light Mayonnaise,"Hellmann's,  Unilever",Sauces & Condiments,2.92916928571429,0.0,23.3333333333333,0.141394642857143,unknown
Avocado Oil Mayonnaise,Sir Kensington's,Sauces & Condiments,0.0,0.0,78.5714285714286,0.0,e
Classic Mayonnaise,Sir Kensington's,Sauces & Condiments,0.324638541666667,0.0,78.5714285714286,0.0257002604166666,unknown
Plant Based Mayo Spread & Dressing,Hellmann's,Sauces & Condiments,0.0,0.0,57.1428571428571,0.0,d
Spicy Mayonnaise Dressing,Hellmann's,Sauces & Condiments,6.66666666666667,0.0,26.7,,unknown
Plant Based Mayo Spread & Dressing,Hellmann's,Sauces & Condiments,0.0,0.0,57.1428571428571,0.0,d
Avocado Oil Mayonnaise Dressing,Hellmann's,Sauces & Condiments,0.0,0.0,40.0,0.0,d
Thousand island dressing,Hellmann's,Sauces & Condiments,13.333333333333,0.0,36.666666666667,0.0,e
Olive Oil Mayonnaise Dressing,Hellmann's,Sauces & Condiments,6.6666666666667,0.0,46.666666666667,0.0101222446986614,e
Real Mayonnaise,Best Foods,Sauces & Condiments,0.1843625,0.0,76.9230769230769,0.000475,unknown
Real Mayonnaise,Hellmann's,Sauces & Condiments,0.177975,0.0,76.9230769230769,0.00045,unknown
LIGHT MAYONNAISE,HELLMANN'S,Sauces & Condiments,2.92916928571429,0.0,23.3333333333333,0.141394642857143,unknown
REAL MAYONNAISE,HELLMANN'S,Sauces & Condiments,0.0,0.0,76.92308,0.0,e
Real Mayonnaise,Best Foods,Sauces & Condiments,0.93926,0.0,76.9,0.002165,unknown
Light Mayonnaise,Hellmann's,Sauces & Condiments,0.8,0.0,3.5,0.8,b
Real mayonnaise,Unilever,Sauces & Condiments,0.0,0.0,76.92,,e
REAL MAYONNAISE,HELLMANN'S,Sauces & Condiments,0.177975,0.0,76.9230769230769,0.00045,unknown
Real Mayonnaise,Hellmann's,Sauces & Condiments,0.177975,0.0,76.9230769230769,0.00045,unknown
REAL MAYONNAISE,Best Foods,Sauces & Condiments,0.1843625,0.0,76.9230769230769,0.000475,unknown
Real mayonnaise,Best Foods,Sauces & Condiments,0.0,0.0,80.0,,e
Skippy Smooth,"Skippy, Unilever",Beverages,10.9,22.2,49.4,4.7,c
Beurre de Cacahuètes Super Chunk,Skippy,Beverages,9.4,23.6,52.2,3.8,c
Creamy Peanut Butter,Skippy,Beverages,3.0,7.0,16.0,,b
Real Mayonnaise,Hellmann's,Sauces & Condiments,0.0,0.0,78.5714285714286,0.0,e
LIGHT MAYONNAISE,HELLMANN'S,Sauces & Condiments,6.66666666666667,0.0,23.3333333333333,6.66666666666667,d
REAL MAYONNAISE,Best Foods,Sauces & Condiments,0.1906989,0.0,78.6,0.0004998,unknown
Real Mayonnaise,Hellmann's,Sauces & Condiments,0.0,0.0,78.5714285714286,0.0,e
Light Mayonnaise,Hellmann's,Sauces & Condiments,6.66666666666667,0.0,23.3333333333333,0.0934071428571429,d
Real mayonnaise,"Hellmann s, Hellmann's",Sauces & Condiments,0.1,0.1,11.0,,c
Real Mayonnaise,Hellmann's,Sauces & Condiments,0.1843625,0.0,78.5714285714286,0.000475,unknown
REAL MAYONNAISE,Best Foods,Sauces & Condiments,0.1697375,0.0,78.5714285714286,0.000475,unknown
Real Mayonnaise,Best Foods,Sauces & Condiments,1.2,0.9,71.4,,e
Pesto Sauce Mix,Knorr,Sauces & Condiments,20.0,0.0,0.0,,e
REAL Mayonnaise,HELLMANN'S,Sauces & Condiments,0.1843625,0.0,78.5714285714286,0.000475,unknown
Corn Starch maizena,Maizena,Beverages,0.0,0.0,0.0,0.8,c
"Candy, Strawberry, Green Apple",Rips,Snacks,50.0,3.33333333333333,0.0,,unknown
Indian Style Cauliflower Baked Crackers,Marks & Spencer,Snacks,1.5,5.2,10.5,4.5,d
Chickpea wawes,sainsburys,Beverages,1.1,2.7,19.0,61.8,d
"Lentil triangles, lightly salted",Sainsbury's,Snacks,0.7,10.3,20.9,3.2,d
Lentil Tubes Barbecue,Sainsbury's,Snacks,2.0,8.5,24.1,2.2,d
4 Potato Rosti Cakes,M&S Food,Beverages,0.5,1.3,5.5,2.3,c
Puff Pastry Steak & Ale Pie,Marks & Spencer,Meats,0.8,10.3,15.9,2.2,d
Choco Chip Cookies,Schär,Snacks,21.0,4.3,28.0,,unknown
crispbread,Schär,Beverages,6.0,6.0,1.7,2.3,d
Mehrkornbrötchen glutenfrei,Schär,Beverages,2.5,8.2,13.0,11.0,unknown
Lean Bar Vanilla Birthday Cake,"GNC,Total Lean",Snacks,18.0,30.0,12.0,14.0,not-applicable
Lean Shake 25,GNC,Beverages,0.241528975023489,6.03822437558722,1.44917385014093,0.724586925070466,b
English muffins original,,Beverages,0.0,8.7719298245614,1.7543859649123,1.7543859649123,c
English Muffin,Thomas',Beverages,3.27868852459016,8.19672131147541,3.27868852459016,3.27868852459016,d
Sourdough English Muffins,Thomas,Beverages,1.75438596491228,7.01754385964912,1.75438596491228,3.50877192982456,a
"Sourdough English Muffins, Sourdough",Thomas',Beverages,1.69385533333333,8.60328666666666,1.7868,5.7325,a
Cinnamon Raisin Pre-Sliced Bagels,"Thomas,  Orograin Bakeries Manufacturing  Inc.",Beverages,10.87,8.7,2.17,8.7,b
Bagel Thins Plain Bagels,THOMAS',Beverages,6.52173913043478,8.69565217391304,2.17391304347826,8.69565217391304,b
100% whole wheat pre-sliced bagels,"Thomas,  Orograin Bakeries Manufacturing  Inc.",Beverages,6.52,10.87,2.17,10.9,a
Bagel Thins,THOMAS',Beverages,4.34782608695652,10.8695652173913,3.26086956521739,10.8695652173913,unknown
English Muffin,THOMAS',Beverages,13.1,6.56,1.64,3.28,c
Nooks & crannies english muffins,,Beverages,13.11,6.56,1.64,3.3,c
English muffin,,Beverages,1.7543859649123,7.0175438596491,1.7543859649123,1.7543859649123,c
English Muffins,Thomas',Beverages,1.63934426229508,8.19672131147541,1.63934426229508,1.63934426229508,c
The Original Nooks & Crannies English Muffins,Thomas,Beverages,1.6393,8.1967,1.6393,1.6,c
English Muffins 24 Pack,,Beverages,1.7543859649123,7.0175438596491,0.0,1.7543859649123,c
Muffins,Orograin Bakeries Products  Inc.,Beverages,1.63934426229508,8.19672131147541,0.819672131147541,14.7540983606557,unknown
English Muffins Honey Wheat,Thomas',Beverages,3.51,7.02,1.75,1.8,c
Double protein english muffins,"Thomas,  Bimbo Bakeries Usa  Inc.",Beverages,3.28,11.48,1.64,1.6,b
100% Whole Wheat English Muffin,Thomas',Beverages,1.75438596491228,7.01754385964912,1.75438596491228,5.26315789473684,b
100% whole wheat english muffins,,Beverages,1.75,8.77,1.75,5.3,b
English Muffin Pumpkin Spice,Thomas',Beverages,4.92,8.2,1.64,1.6,c
Pumpkin spice english muffins,,Beverages,4.92,8.2,1.64,1.6,c
Cinnamon bun english muffins,,Beverages,8.1967213114754,8.1967213114754,2.4590163934426,,c
"100% whole wheat pita pockets, whole wheat",,Beverages,1.75,10.53,3.51,7.0,a
"White pita pockets, white",Thomas,Beverages,5.26,10.53,2.63,1.8,c
Blueberry muffins,,Beverages,6.56,8.2,2.46,1.6,c
English Muffins Blueberry,Thomas,Beverages,6.56,8.2,2.46,1.6,c
English muffins,,Beverages,6.56,8.2,2.46,1.6,c
Mini bagels,"Thomas,  Bimbo Bakeries Usa  Inc.",Beverages,9.3,8.14,1.74,2.3,c
mini bagels plain,THOMAS',Beverages,5.88235294117647,10.5882352941176,1.17647058823529,2.35294117647059,c
Mini bagels,,Beverages,9.3,9.3,1.74,3.5,c
"Brown sugar cinnamon mini bagels, brown sugar cinnamon","Thomas,  Orograin Bakeries Products  Inc.",Beverages,10.47,9.3,1.74,2.3,d
"Blueberry mini bagels, blueberry","Thomas,  Orograin Bakeries Products  Inc.",Beverages,13.95,9.3,1.74,2.3,c
mini bagels cinnamon raisin,THOMAS',Beverages,13.95,8.14,1.16,2.33,d
Cranberry Bagels,Thomas',Beverages,12.2222222222222,10.0,1.66666666666667,4.44444444444444,c
English Muffins,Thomas',Beverages,1.63934426229508,8.19672131147541,1.63934426229508,1.63934426229508,c
English muffins,"Thomas,  Bimbo Bakeries Usa  Inc.",Beverages,6.56,8.2,1.64,1.6,c
Sesame seed bagels,"Thomas,  Bimbo Bakeries Usa  Inc.",Beverages,6.31578947368421,9.47368421052632,2.10526315789474,3.15789473684211,unknown
Pre sliced corn bagels,,Beverages,8.42,8.42,2.11,2.1,c
Pre-sliced honey wheat bagels,,Beverages,7.37,9.47,1.58,4.2,c
Bagels,"Thomas,  Bimbo Bakeries Usa  Inc",Beverages,10.0,10.0,1.67,2.2,c
Swirl banana bread,Thomas' Breads,Beverages,9.375,9.375,4.6875,1.5625,unknown
Swirl Bread Cinnamon Raisin,Thomas',Beverages,0.0,6.25,4.6875,0.0,b
Cinnamon raisin swirl bread,,Beverages,7.0,2.0,1.5,1.0,c
Swirl Bread Cinnamon,THOMAS',Beverages,12.5,6.25,4.69,3.1,d
Cranberry swirl bread,,Beverages,21.88,9.38,6.25,3.1,d
King size original english muffins,,Beverages,1.18,7.06,1.76,1.2,c
Onion Bagels,Thomas',Beverages,6.32,9.47,1.05,2.1,c
Bagels,"Thomas,  Bimbo Bakeries Usa  Inc.",Beverages,10.0,10.0,2.22,2.2,c
Everything bagels,,Beverages,6.3157894736842,9.4736842105263,3.6842105263158,,c
Everything Bagels,Thomas',Beverages,5.26315789473684,10.5263157894737,4.21052631578947,2.10526315789474,c
Bagels Cinnamon Swirl,Thomas,Beverages,11.5789473684211,10.5263157894737,2.10526315789474,2.10526315789474,d
Cinnamon swirl bagel,Thomas,Beverages,11.578948,10.526316,2.1052632,2.1052632,d
Blueberry Bagels,Thomas,Beverages,5.88235294117647,10.5882352941176,2.35294117647059,2.35294117647059,c
Bagels,THOMAS',Beverages,7.36842105263158,11.5789473684211,2.10526315789474,7.36842105263158,b
Plain bagels,,Beverages,4.0,10.67,1.33,1.3,d
"Plain bagels, plain",,Beverages,4.0,10.67,1.33,1.3,d
English Muffins Cranberry,Thomas',Beverages,6.55737704918033,6.55737704918033,1.63934426229508,1.63934426229508,c
English muffins,,Beverages,11.48,6.56,1.64,3.3,c
"Cranberry english muffins, cranberry",,Beverages,11.48,6.56,1.64,3.3,c
English Muffins Light Multi Grain,THOMAS',Beverages,1.75438596491228,10.5263157894737,1.75438596491228,14.0350877192982,a
Light multi grain emglish muffins,,Beverages,1.7543859649123,7.0175438596491,1.7543859649123,14.035087719298,a
Bagels plain,Thomas,Beverages,6.31578947368421,10.526,1.05263157894737,2.10526315789474,c
Plain Bagels,THOMAS',Beverages,6.31578947368421,10.5263157894737,1.57894736842105,2.10526315789474,c
Bagels Cinnamon Raisin,THOMAS',Beverages,11.7647058823529,9.41176470588235,1.76470588235294,4.70588235294118,c
English Muffins,Thomas,Beverages,1.75,7.02,1.75,1.8,c
Nooks & crannies english muffins,,Beverages,1.75,7.02,1.75,1.8,c
The original nooks & crannies english muffins,,Beverages,1.75,8.77,1.75,5.3,b
Nooks & crannies cinnamon raisin the original english muffins,,Beverages,13.114754098361,6.5573770491803,1.6393442622951,3.2786885245902,c
English muffins,,Beverages,1.1764705882353,7.0588235294118,1.7647058823529,1.1764705882353,c
Cinnamon + Protein english muffin,,Beverages,3.5087719298246,15.789473684211,1.7543859649123,,b
Apple Cinnamon Bagel,,Beverages,8.4210526315789,9.4736842105263,1.5789473684211,,c
Chocolate Chip Mini Bagels,,Beverages,11.627906976744,8.1395348837209,1.7441860465116,,c
English Muffins,,Beverages,1.7543859649123,7.0175438596491,1.7543859649123,1.7543859649123,c
mini bagels everything,THOMAS',Beverages,5.88235294117647,10.5882352941176,4.70588235294118,4.70588235294118,c
Pumpkin Spice Bagels,Thomas’,Beverages,11.1111111111111,10.0,1.66666666666667,2.22222222222222,unknown
Sourdough Bagels,Thomas',Beverages,5.26315789473684,9.47368421052632,1.57894736842105,3.15789473684211,unknown
High Protein Bagels Everything,Thomas,Beverages,3.63636363636364,19.0909090909091,2.72727272727273,3.63636363636364,a
High Protein Bagels,Thomas,Beverages,3.63636363636364,19.0909090909091,2.27272727272727,2.72727272727273,a
Bagels Blueberry,Thomas',Beverages,9.41176470588235,10.5882352941176,2.35294117647059,3.52941176470588,c
Cinnamon Raisin Bagels,THOMAS',Beverages,10.5882352941176,9.41176470588235,1.76470588235294,2.35294117647059,c
Onion Bagel,Thomas Bagels,Beverages,7.05882352941176,9.41176470588235,1.76470588235294,3.52941176470588,c
Everything bagels,Thomas,Beverages,7.05882352941176,10.5882352941176,5.29411764705882,4.70588235294118,c
Bagels Whole Wheat,Thomas',Beverages,7.05882352941176,11.7647058823529,1.76470588235294,7.05882352941176,b
Everything Bagel,THOMAS,Snacks,7.05882352941176,10.5882352941176,5.29411764705882,2.35294117647059,d
Granola with Bananas & Milk,,Beverages,24.812030075188,12.03007518797,23.308270676692,5.2631578947368,e
Astronaut neapolitan ice cream sandwich,,Frozen Foods,39.3,10.5,14.3,3.6,e
Astronaut food cookies & cream ice cream sandwich,Space Food,Snacks,37.837837837838,8.1081081081081,16.216216216216,0.0,e
Bananes pour astronautes,,Beverages,66.7,4.8,0.0,,e
Pain au lait,La Fournée Dorée,Snacks,14.0,9.0,9.8,,d
Rocky Road,Marks & Spencer,Snacks,58.6,5.4,14.9,2.6,e
6 Cumberland sausages,Marks & Spencer,Meats,1.2,13.9,20.2,0.7,d
Huile d'olives,,Beverages,0.1,0.1,91.6,,b
Avocado oil,Mantova,Beverages,0.0,0.0,93.3333333333333,0.0,b
Roasted Peppers Bruschetta Topping,Mantova,Beverages,0.0,0.40000000596046,21.20000076294,1.0,d
Roasted peppers,Mantova,Beverages,1.0,0.0,1.0,1.0,unknown
home style cookies & cream,,Frozen Foods,20.0,3.75,6.25,1.25,d
Tuna sweet potato and egg salad,Sainsbury's,Fish & Seafood,2.7,9.0,3.9,1.0,a
Gut health yogurts - spiced plum and cherry & vanilla,"Sainsburys, Sainsbury's",Dairy,11.3,3.7,1.9,1.9,unknown
Tagliatelle,Sainsburys,Beverages,1.55,5.35,0.6,1.6,a
Russet Potatoes,Kitchen Farms,Beverages,0.68,2.03,0.0,1.4,b
Smoked Wild Alaskan Sockeye Salmon,Echo Falls,Fish & Seafood,3.51,26.32,10.53,0.0,d
Smoked Wild Alaskan Sockeye Salmon,Echo Falls,Fish & Seafood,0.0,22.8070175438597,5.26315789473684,0.0,d
Flourish,Sainsbury's,Snacks,3.8,14.8,15.1,19.3,c
Sea Salt & Black Pepper Crunch,Sainsbury's,Snacks,5.4,33.8,27.5,12.0,b
Sliced British Brussels Sprouts,M&S Food,Beverages,3.7,4.2,7.3,5.6,b
Crystal Louisiana Hot Sauce Red Pepper,Crystal,Sauces & Condiments,1.3,0.9,0.4,1.6,e
Pure red pepper hot sauce,,Sauces & Condiments,1.3,0.9,0.4,1.6,e
Hot Sauce,,Sauces & Condiments,0.0,0.0,0.0,,a
Hot sauce,Crystal,Sauces & Condiments,1.3,0.9,0.4,1.6,e
Love Crunch Dark Chocolate Macaroon Granola,Nature's Path Organic,Beverages,23.3333333333333,6.66666666666667,20.0,6.66666666666667,d
Die Streichzarte aus Butter und Rapsöl ungesalzen,Weihenstephan,Dairy,1.6,1.2,75.0,,d
Mushroom And Spinach Crispbakes,Sainsbury's,Beverages,2.2,6.6,7.4,2.9,unknown
"100% orange juice from concentrate, orange",Tropicana,Beverages,9.17,0.83,0.0,0.0,c
Jus D'orange Pur,Tropicana,Beverages,9.2,0.8,0.0,,c
